branch,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,id,type
Rome,Rome Operations,Cash,,59.14,,florin,1390-02-17,Courier Services,59.14,Courier Services expense for Rome branch,195,operating_expense
Rome,Jewel Trader,Cash,,5026.38,,florin,1390-02-18,Loans Receivable,5026.38,Loan issued to Jewel Trader from Rome branch,196,loan_issuance
Avignon,Jewel Trader,Cash,,2648.04,,florin,1390-02-18,Loans Receivable,2648.04,Loan issued to Jewel Trader from Avignon branch,197,loan_issuance
Florence,Republic of Florence,Cash,,107480.52,,florin,1390-02-18,Loans Receivable - Government,107480.52,Loan to Venice for Lombardy Wars operations,198,war_financing
Florence,Republic of Florence,Cash,,288704.18,,florin,1390-02-18,Loans Receivable - Government,288704.18,Loan to Venice for Lombardy Wars operations,199,war_financing
Florence,Republic of Florence,Cash,,8446243.65,,florin,1390-02-18,Loans Receivable - Government,8446243.65,War financing for Florentine operations against Milan,200,war_financing
Milan,Transfer to Geneva,Cash,Exchange Fee Revenue,42673.2,729.16,florin,1390-02-18,Due from Geneva,43402.36,Bill of exchange from Milan to Geneva,201,bill_of_exchange
Florence,Archbishop,Loans Receivable,Interest Income,2585.39,310.25,florin,1390-02-18,Cash,2895.64,Loan repayment from Archbishop with interest,202,loan_repayment
Bruges,Wool Merchant,Cash,,8659.17,,florin,1390-02-18,Loans Receivable,8659.17,Loan issued to Wool Merchant from Bruges branch,203,loan_issuance
Geneva,Wine Trader,Loans Receivable,Interest Income,6902.92,828.35,florin,1390-02-19,Cash,7731.27,Loan repayment from Wine Trader with interest,204,loan_repayment
Florence,Republic of Florence,Cash,,141647.87,,florin,1390-02-19,Loans Receivable - Government,141647.87,War financing for Florentine operations against Milan,205,war_financing
Florence,Republic of Florence,Cash,,713127.86,,florin,1390-02-19,Loans Receivable - Government,713127.86,Emergency war financing for Florence defense,206,war_financing
Florence,Republic of Florence,Cash,,587096.84,,florin,1390-02-19,Loans Receivable - Government,587096.84,Loan to Venice for Lombardy Wars operations,207,war_financing
Florence,Republic of Florence,Cash,,27598.0,,florin,1390-02-20,Loans Receivable - Government,27598.0,Loan to Venice for Lombardy Wars operations,208,war_financing
Rome,Sacred College,Deposits Payable,,12674.65,,florin,1390-02-21,Cash,12674.65,Deposit from Sacred College to Rome branch,209,deposit
Florence,Spice Merchant,Trading Revenue,,133562.65,,florin,1390-02-21,Cash,133562.65,Alum sale from papal mines,210,alum_trade
Rome,Sacred College,Deposits Payable,,113992.47,,florin,1390-02-21,Cash,113992.47,Deposit from Sacred College to Rome branch,211,deposit
Geneva,Transfer to Milan,Cash,Exchange Fee Revenue,13911.42,265.1,florin,1390-02-21,Due from Milan,14176.52,Bill of exchange from Geneva to Milan,212,bill_of_exchange
Avignon,Baron,Cash,,8345.34,,florin,1390-02-21,Deposits Payable,8345.34,Withdrawal by Baron,213,withdrawal
London,Cloth Merchant,Cash,,5709.66,,florin,1390-02-21,Deposits Payable,5709.66,Withdrawal by Cloth Merchant,214,withdrawal
Venice,Spice Merchant,Cash,,146047.61,,florin,1390-02-22,Loans Receivable,146047.61,Loan issued to Spice Merchant from Venice branch,215,loan_issuance
Geneva,Textile Merchant,Loans Receivable,Interest Income,47074.78,8002.71,florin,1390-02-22,Cash,55077.49,Loan repayment from Textile Merchant with interest,216,loan_repayment
Rome,Sacred College,Deposits Payable,,1050097.98,,florin,1390-02-23,Cash,1050097.98,Deposit from Sacred College to Rome branch,217,deposit
Geneva,King of Naples,Cash,,1649752.29,,florin,1390-02-23,Loans Receivable,1649752.29,Loan issued to King of Naples from Geneva branch,218,loan_issuance
Milan,Marquis,Loans Receivable,Interest Income,19781.36,2967.2,florin,1390-02-23,Cash,22748.56,Loan repayment from Marquis with interest,219,loan_repayment
Rome,Papal Court,Deposits Payable,,36600.37,,florin,1390-02-23,Cash,36600.37,Deposit from Papal Court to Rome branch,220,deposit
Venice,Armor Smith,Trading Revenue,,31184.91,,florin,1390-02-24,Cash,31184.91,Alum sale from papal mines,221,alum_trade
Florence,Republic of Florence,Cash,,19364.09,,florin,1390-02-24,Loans Receivable - Government,19364.09,Loan to Venice for Lombardy Wars operations,222,war_financing
Rome,Apostolic Chamber,Deposits Payable,,212931.6,,florin,1390-02-24,Cash,212931.6,Deposit from Apostolic Chamber to Rome branch,223,deposit
Milan,Spice Merchant,Deposits Payable,,142382.3,,florin,1390-02-25,Cash,142382.3,Deposit by Spice Merchant,224,deposit
Milan,Transfer to London,Cash,Exchange Fee Revenue,10678.644952,112.225048,florin,1390-02-25,Due from London,10790.87,Bill of exchange from Milan to London,225,bill_of_exchange
Rome,Transfer to Bruges,Cash,Exchange Fee Revenue,13718.36,393.73,florin,1390-02-25,Due from Bruges,14112.09,Bill of exchange from Rome to Bruges,226,bill_of_exchange
Florence,Republic of Florence,Cash,,186281.84,,florin,1390-02-25,Loans Receivable - Government,186281.84,Loan to Venice for Lombardy Wars operations,227,war_financing
Rome,Cardinal's Office,Deposits Payable,,63172.4,,florin,1390-02-25,Cash,63172.4,Deposit from Cardinal's Office to Rome branch,228,deposit
Florence,Republic of Florence,Cash,,766473.34,,florin,1390-02-26,Loans Receivable - Government,766473.34,Loan to Venice for Lombardy Wars operations,229,war_financing
Rome,Transfer to Geneva,Cash,Exchange Fee Revenue,9432.38,270.72,florin,1390-02-26,Due from Geneva,9703.1,Bill of exchange from Rome to Geneva,230,bill_of_exchange
Florence,Republic of Florence,Cash,,6493.77,,florin,1390-02-26,Loans Receivable - Government,6493.77,Emergency war financing for Florence defense,231,war_financing
Rome,Armor Smith,Loans Receivable,Interest Income,14918.91,2387.0256,florin,1390-02-27,Cash,17305.9356,Loan repayment from Armor Smith with interest,232,loan_repayment
Florence,Republic of Florence,Cash,,17821.89,,florin,1390-02-27,Loans Receivable - Government,17821.89,War financing for Florentine operations against Milan,233,war_financing
Rome,Holy See,Deposits Payable,,24794.92,,florin,1390-02-27,Cash,24794.92,Deposit from Holy See to Rome branch,234,deposit
Florence,Republic of Florence,Cash,,83846.98,,florin,1390-02-27,Loans Receivable - Government,83846.98,Emergency war financing for Florence defense,235,war_financing
Florence,Republic of Florence,Cash,,3448264.96,,florin,1390-02-27,Loans Receivable - Government,3448264.96,Loan to Venice for Lombardy Wars operations,236,war_financing
Florence,Republic of Florence,Cash,,123916.38,,florin,1390-02-27,Loans Receivable - Government,123916.38,War financing for Florentine operations against Milan,237,war_financing
Avignon,Wine Trader,Deposits Payable,,8880.88,,florin,1390-02-27,Cash,8880.88,Deposit by Wine Trader,238,deposit
Florence,Republic of Florence,Cash,,324803.18,,florin,1390-02-27,Loans Receivable - Government,324803.18,Emergency war financing for Florence defense,239,war_financing
Florence,Count of Urbino,Cash,,56529.37,,florin,1390-02-27,Loans Receivable,56529.37,Loan issued to Count of Urbino from Florence branch,240,loan_issuance
Florence,Baron,Cash,,19059.75,,florin,1390-02-28,Deposits Payable,19059.75,Withdrawal by Baron,241,withdrawal
Rome,Cardinal's Office,Deposits Payable,,12224.93,,florin,1390-02-28,Cash,12224.93,Deposit from Cardinal's Office to Rome branch,242,deposit
Avignon,Avignon Operations,Cash,,234.94,,florin,1390-02-28,Security,234.94,Security expense for Avignon branch,243,operating_expense
Florence,Silk Trader,Cash,,15389.34,,florin,1390-02-28,Loans Receivable,15389.34,Loan issued to Silk Trader from Florence branch,244,loan_issuance
Avignon,Cloth Merchant,Cash,,715.75,,florin,1390-02-28,Deposits Payable,715.75,Withdrawal by Cloth Merchant,245,withdrawal
Florence,Republic of Florence,Cash,,1955104.44,,florin,1390-03-01,Loans Receivable - Government,1955104.44,Loan to Venice for Lombardy Wars operations,246,war_financing
Florence,Republic of Florence,Cash,,2911309.34,,florin,1390-03-01,Loans Receivable - Government,2911309.34,War financing for Florentine operations against Milan,247,war_financing
Florence,Republic of Florence,Cash,,7216969.54,,florin,1390-03-01,Loans Receivable - Government,7216969.54,War financing for Florentine operations against Milan,248,war_financing
Florence,Transfer to Milan,Cash,Exchange Fee Revenue,24310.87,682.31,florin,1390-03-01,Due from Milan,24993.18,Bill of exchange from Florence to Milan,249,bill_of_exchange
Rome,Sacred College,Deposits Payable,,94136.98,,florin,1390-03-01,Cash,94136.98,Deposit from Sacred College to Rome branch,250,deposit
Venice,Armor Smith,Cash,,150850.8,,florin,1390-03-01,Loans Receivable,150850.8,Loan issued to Armor Smith from Venice branch,251,loan_issuance
London,Transfer to Bruges,Cash,Exchange Fee Revenue,127385.27,2361.39,florin,1390-03-01,Due from Bruges,129746.66,Bill of exchange from London to Bruges,252,bill_of_exchange
Rome,Count of Urbino,Cash,,4472445.37,,florin,1390-03-01,Loans Receivable,4472445.37,Loan issued to Count of Urbino from Rome branch,253,loan_issuance
Venice,Venice Operations,Cash,,657.01,,florin,1390-03-01,Courier Services,657.01,Courier Services expense for Venice branch,254,operating_expense
Rome,Vatican Treasury,Deposits Payable,,11352.92,,florin,1390-03-02,Cash,11352.92,Deposit from Vatican Treasury to Rome branch,255,deposit
Rome,Transfer to Avignon,Cash,Exchange Fee Revenue,91505.871864,1261.638136,florin,1390-03-02,Due from Avignon,92767.51,Bill of exchange from Rome to Avignon,256,bill_of_exchange
Geneva,Textile Merchant,Loans Receivable,Interest Income,498560.19,54841.6209,florin,1390-03-03,Cash,553401.8109,Loan repayment from Textile Merchant with interest,257,loan_repayment
Avignon,Avignon Operations,Cash,,56.11,,florin,1390-03-03,Supplies,56.11,Supplies expense for Avignon branch,258,operating_expense
Geneva,Transfer to Rome,Cash,Exchange Fee Revenue,91296.03,1929.77,florin,1390-03-03,Due from Rome,93225.8,Bill of exchange from Geneva to Rome,259,bill_of_exchange
Avignon,Baron,Cash,,145205.76,,florin,1390-03-03,Loans Receivable,145205.76,Loan issued to Baron from Avignon branch,260,loan_issuance
Milan,Milan Operations,Cash,,7891.38,,florin,1390-03-03,Wages,7891.38,Wages expense for Milan branch,261,operating_expense
Florence,Spice Merchant,Cash,,7237.0,,florin,1390-03-04,Loans Receivable,7237.0,Loan issued to Spice Merchant from Florence branch,262,loan_issuance
Rome,Apostolic Chamber,Deposits Payable,,18165.93,,florin,1390-03-04,Cash,18165.93,Deposit from Apostolic Chamber to Rome branch,263,deposit
Rome,Cardinal's Office,Deposits Payable,,85387.64,,florin,1390-03-04,Cash,85387.64,Deposit from Cardinal's Office to Rome branch,264,deposit
Florence,Florence Operations,Cash,,111.37,,florin,1390-03-04,Supplies,111.37,Supplies expense for Florence branch,265,operating_expense
Rome,Armor Smith,Trading Revenue,,84840.56,,florin,1390-03-04,Cash,84840.56,Alum sale from papal mines,266,alum_trade
Bruges,Transfer to London,Cash,Exchange Fee Revenue,294028.55,6737.15,florin,1390-03-04,Due from London,300765.7,Bill of exchange from Bruges to London,267,bill_of_exchange
Milan,Milan Operations,Cash,,1446.01,,florin,1390-03-05,Courier Services,1446.01,Courier Services expense for Milan branch,268,operating_expense
Venice,Armor Smith,Deposits Payable,,3024.65,,florin,1390-03-05,Cash,3024.65,Deposit by Armor Smith,269,deposit
London,London Operations,Cash,,1621.86,,florin,1390-03-05,Security,1621.86,Security expense for London branch,270,operating_expense
Geneva,Silk Trader,Cash,,123269.73,,florin,1390-03-05,Deposits Payable,123269.73,Withdrawal by Silk Trader,271,withdrawal
Bruges,Bruges Operations,Cash,,74.31,,florin,1390-03-05,Courier Services,74.31,Courier Services expense for Bruges branch,272,operating_expense
Rome,Transfer to Avignon,Cash,Exchange Fee Revenue,723700.40757,17871.89243,florin,1390-03-06,Due from Avignon,741572.3,Bill of exchange from Rome to Avignon,273,bill_of_exchange
Rome,Apostolic Chamber,Deposits Payable,,365050.1,,florin,1390-03-06,Cash,365050.1,Deposit from Apostolic Chamber to Rome branch,274,deposit
Bruges,Textile Merchant,Cash,,461350.94,,florin,1390-03-06,Loans Receivable,461350.94,Loan issued to Textile Merchant from Bruges branch,275,loan_issuance
Rome,Vatican Treasury,Deposits Payable,,553716.66,,florin,1390-03-06,Cash,553716.66,Deposit from Vatican Treasury to Rome branch,276,deposit
Venice,Venice Operations,Cash,,342.77,,florin,1390-03-06,Maintenance,342.77,Maintenance expense for Venice branch,277,operating_expense
Rome,Apostolic Chamber,Deposits Payable,,422266.14,,florin,1390-03-07,Cash,422266.14,Deposit from Apostolic Chamber to Rome branch,278,deposit
Bruges,Transfer to London,Cash,Exchange Fee Revenue,1418.37,43.87,florin,1390-03-07,Due from London,1462.24,Bill of exchange from Bruges to London,279,bill_of_exchange
Florence,Republic of Florence,Cash,,186035.39,,florin,1390-03-08,Loans Receivable - Government,186035.39,Loan to Venice for Lombardy Wars operations,280,war_financing
Milan,Transfer to Avignon,Cash,Exchange Fee Revenue,27671.7738,636.9462,florin,1390-03-08,Due from Avignon,28308.72,Bill of exchange from Milan to Avignon,281,bill_of_exchange
Avignon,Transfer to Florence,Cash,Exchange Fee Revenue,6836.10319,70.44681,florin,1390-03-08,Due from Florence,6906.55,Bill of exchange from Avignon to Florence,282,bill_of_exchange
Milan,Transfer to Florence,Cash,Exchange Fee Revenue,10120.77,225.55,florin,1390-03-08,Due from Florence,10346.32,Bill of exchange from Milan to Florence,283,bill_of_exchange
Milan,Milan Operations,Cash,,412.66,,florin,1390-03-08,Security,412.66,Security expense for Milan branch,284,operating_expense
Bruges,Textile Merchant,Deposits Payable,,15062.25,,florin,1390-03-09,Cash,15062.25,Deposit by Textile Merchant,285,deposit
Milan,Doge of Venice,Loans Receivable,Interest Income,46358.13,4172.2317,florin,1390-03-09,Cash,50530.3617,Loan repayment from Doge of Venice with interest,286,loan_repayment
Bruges,Armor Smith,Cash,,5318.97,,florin,1390-03-09,Loans Receivable,5318.97,Loan issued to Armor Smith from Bruges branch,287,loan_issuance
Rome,Rome Operations,Cash,,106.45,,florin,1390-03-09,Courier Services,106.45,Courier Services expense for Rome branch,288,operating_expense
Florence,Republic of Florence,Cash,,184320.94,,florin,1390-03-09,Loans Receivable - Government,184320.94,Loan to Venice for Lombardy Wars operations,289,war_financing
Florence,Republic of Florence,Cash,,152093.26,,florin,1390-03-09,Loans Receivable - Government,152093.26,Emergency war financing for Florence defense,290,war_financing
Rome,Sacred College,Deposits Payable,,135589.13,,florin,1390-03-10,Cash,135589.13,Deposit from Sacred College to Rome branch,291,deposit
Avignon,Transfer to Bruges,Cash,Exchange Fee Revenue,17533.64,405.42,florin,1390-03-10,Due from Bruges,17939.06,Bill of exchange from Avignon to Bruges,292,bill_of_exchange
Avignon,Gold Merchant,Loans Receivable,Interest Income,868.43,86.84,florin,1390-03-10,Cash,955.27,Loan repayment from Gold Merchant with interest,293,loan_repayment
Bruges,Transfer to Venice,Cash,Exchange Fee Revenue,305215.09,7954.51,florin,1390-03-10,Due from Venice,313169.6,Bill of exchange from Bruges to Venice,294,bill_of_exchange
Rome,Papal Curia,Deposits Payable,,42561.61,,florin,1390-03-11,Cash,42561.61,Deposit from Papal Curia to Rome branch,295,deposit
Rome,Vatican Treasury,Deposits Payable,,40209.06,,florin,1390-03-11,Cash,40209.06,Deposit from Vatican Treasury to Rome branch,296,deposit
Florence,Duke of Milan,Loans Receivable,Interest Income,21402.97,5350.74,florin,1390-03-11,Cash,26753.71,Loan repayment from Duke of Milan with interest,297,loan_repayment
Florence,Republic of Florence,Cash,,828400.83,,florin,1390-03-11,Loans Receivable - Government,828400.83,War financing for Florentine operations against Milan,298,war_financing
Milan,Transfer to Rome,Cash,Exchange Fee Revenue,363207.91,5231.84,florin,1390-03-11,Due from Rome,368439.75,Bill of exchange from Milan to Rome,299,bill_of_exchange
Florence,Wool Merchant,Trading Revenue,,207129.18,,florin,1390-03-11,Cash,207129.18,Alum sale from papal mines,300,alum_trade
Milan,Grain Merchant,Cash,,51664.67,,florin,1390-03-12,Deposits Payable,51664.67,Withdrawal by Grain Merchant,301,withdrawal
Geneva,Armor Smith,Cash,,194881.18,,florin,1390-03-12,Deposits Payable,194881.18,Withdrawal by Armor Smith,302,withdrawal
Florence,Republic of Florence,Cash,,66002.62,,florin,1390-03-12,Loans Receivable - Government,66002.62,Emergency war financing for Florence defense,303,war_financing
Bruges,Bruges Operations,Cash,,17195.14,,florin,1390-03-13,Maintenance,17195.14,Maintenance expense for Bruges branch,304,operating_expense
